,0,1,2,3,4
407,18446744073709572495,5926727,1705157291,1705157291,18446744073709572495
408,18446744073709572494,5952995,1705153655,1705153655,18446744073709572494
409,18446744073709572493,5969878,1705150031,1705150031,18446744073709572493
410,18446744073709572492,5973968,1705146407,1705146407,18446744073709572492
411,18446744073709572491,5944000,1705144535,1705144535,18446744073709572491
412,18446744073709572490,5917200,1705140911,1705140911,18446744073709572490
413,18446744073709572489,5911243,1705137275,1705137275,18446744073709572489
414,18446744073709572488,5917000,1705133651,1705133651,18446744073709572488
415,18446744073709572487,5916565,1705130015,1705130015,18446744073709572487
416,18446744073709572486,5911780,1705126379,1705126379,18446744073709572486
417,18446744073709572485,5942010,1705122767,1705122767,18446744073709572485
418,18446744073709572484,5961172,1705119119,1705119119,18446744073709572484
419,18446744073709572483,5991975,1705117883,1705117883,18446744073709572483
420,18446744073709572482,5977284,1705114259,1705114259,18446744073709572482
421,18446744073709572481,5945301,1705113023,1705113023,18446744073709572481
422,18446744073709572480,5914030,1705110743,1705110743,18446744073709572480
423,18446744073709572479,5884527,1705107563,1705107563,18446744073709572479
424,18446744073709572478,5888679,1705103927,1705103927,18446744073709572478
425,18446744073709572477,5881409,1705100303,1705100303,18446744073709572477
426,18446744073709572476,5915690,1705099571,1705099571,18446744073709572476
427,18446744073709572475,5883190,1705098407,1705098407,18446744073709572475
428,18446744073709572474,5913993,1705098167,1705098167,18446744073709572474
429,18446744073709572473,5884115,1705097111,1705097111,18446744073709572473
430,18446744073709572472,5844938,1705097087,1705097087,18446744073709572472
431,18446744073709572471,5805424,1705093871,1705093871,18446744073709572471
432,18446744073709572470,5835534,1705093787,1705093787,18446744073709572470
433,18446744073709572469,5865354,1705092011,1705092011,18446744073709572469
434,18446744073709572468,5896978,1705091531,1705091531,18446744073709572468
